file_name	url	most_common_town	most_mentioned_year	most_common_state	has_climate	has_community	total_words	total_pages	first100words	flood_count	storm_count	heat_count	air_pollution_count	indoor_air_quality_count	chemical_hazards_count	extreme_precipitation_count	fire_count	flood_percent	storm_percent	heat_percent	air_pollution_percent	indoor_air_quality_percent	chemical_hazards_percent	extreme_precipitation_percent	fire_percent	workshop_count	mapping_count	survey_count	conversation_count	community_meeting_count	small_group_discussion_count	inform_count	workshop_percent	mapping_percent	survey_percent	conversation_percent	community_meeting_percent	small_group_discussion_percent	inform_percent	town_name	is_ACRES_town	is_INNER_CORE	is_MASS	duplicated	pass_checks2	Manual.Check
burlingtonurl47.json	https://repository.library.noaa.gov/view/noaa/31252/noaa_31252_DS1.pdf	amherst	2017	connecticut	1	1	3717	6	Climate Assessments for Local Action chriStine J. Kirchhoff, JoSeph J. BarSugli, gillian l. galford	0	1	1	0	0	0	1	2	0	20	20	0	0	0	20	40	5	0	0	23	2	0	0	16.667	0	0	76.667	6.667	0	0	BURLINGTON	FALSE	FALSE	FALSE	FALSE	FALSE	EXCLUDE
burlingtonurl40.json	https://njclimateresourcecenter.rutgers.edu/wp-content/uploads/2020/03/CHPR_Final_12.6_2017.pdf	washington	2016	new jersey	1	1	28566	82	New Jersey Climate and Health Profile Report December 2017 NJ Climate Adaptation Alliance http://nj	53	96	44	172	21	4	19	19	12.383	22.43	10.28	40.187	4.907	0.935	4.439	4.439	17	0	77	2	8	3	0	15.888	0	71.963	1.869	7.477	2.804	0	BURLINGTON	FALSE	FALSE	FALSE	FALSE	FALSE	
burlingtonurl4.json	https://www.nationalgridus.com/media/pdfs/our-company/massachusetts-grid-modernization/future-grid-full-plan-sept2023.pdf	worcester	2022	massachusetts	1	1	227836	726	Future Grid Plan: Empowering Massachusetts by Building a Smarter, Stronger, Cleaner and More Equita	79	178	15	94	13	2	15	13	19.315	43.521	3.667	22.983	3.178	0.489	3.667	3.178	49	0	93	4	93	4	1	20.082	0	38.115	1.639	38.115	1.639	0.41	BURLINGTON	FALSE	FALSE	TRUE	TRUE	FALSE	
burlingtonurl46.json	https://www.burlingtonelectric.com/sites/default/files/inline-files/NetZeroEnergy-Roadmap.pdf	burlington	2018	district	1	1	20877	76	Net Zero Energy Roadmap for the City of Burlington, Vermont Prepared for the Burlington Electric De	0	1	0	10	4	0	0	0	0	6.667	0	66.667	26.667	0	0	0	2	0	8	0	0	0	0	20	0	80	0	0	0	0	BURLINGTON	TRUE	FALSE	FALSE	FALSE	FALSE	
burlingtonurl43.json	https://www.nyserda.ny.gov/-/media/Project/Nyserda/Files/Publications/Research/Environmental/21-27-Equitable-Access-to-Cooling-in-New-York-City-Under-a-Changing-Climate.pdf	lynn	2020	new york	1	1	54331	180	Climate Change: Equitable Access to Cooling in New York City Final Report | Report Number 21-27 | J	3	70	234	46	14	5	3	0	0.8	18.667	62.4	12.267	3.733	1.333	0.8	0	6	0	26	24	4	0	0	10	0	43.333	40	6.667	0	0	BURLINGTON	FALSE	TRUE	FALSE	FALSE	FALSE	
burlingtonurl44.json	https://www.amtrak.com/content/dam/projects/dotcom/english/public/documents/environmental1/Amtrak-Sustainability-Report-FY22.pdf	washington	2022	new york	1	1	15899	58	FY22 SUSTAINABILITY REPORTABOUT AMTRAK / PATH TO NET-ZERO / CONNECTING AMERICA / STREAMLINING OPERA	5	11	3	27	2	1	1	4	9.259	20.37	5.556	50	3.704	1.852	1.852	7.407	1	0	15	0	3	0	2	4.762	0	71.429	0	14.286	0	9.524	BURLINGTON	FALSE	FALSE	FALSE	FALSE	FALSE	
burlingtonurl48.json	https://opd.gov.mp/library/smart-safe-growth/integrating-resilience-into-the-transportation-planning-process-white-paper-on-literature-review-findings/us-department-of-transportation-2018.pdf	boston	2016	massachusetts	1	1	16909	53	Integrating Resilience into Transportation Planning Processes: White Paper on Literature Review Fin	106	89	4	0	0	0	11	6	49.074	41.204	1.852	0	0	0	5.093	2.778	5	0	6	0	2	0	0	38.462	0	46.154	0	15.385	0	0	BURLINGTON	FALSE	TRUE	TRUE	FALSE	TRUE	EXCLUDE
burlingtonurl5.json	https://matracking.ehs.state.ma.us/reports/hia_report.pdf	springfield	2011	massachusetts	1	1	30218	107	Massachusetts Department of Public Health Bureau of Environmental Health Assessing the Health Impac	2	16	64	150	45	4	3	7	0.687	5.498	21.993	51.546	15.464	1.375	1.031	2.405	4	0	119	6	9	0	0	2.899	0	86.232	4.348	6.522	0	0	BURLINGTON	FALSE	FALSE	TRUE	FALSE	FALSE	
burlingtonurl49.json	https://glisa.umich.edu/wp-content/uploads/2021/02/MTIT_Coastal.pdf	burlington	2005	michigan	1	1	9448	14	Great Lakes Nearshore and Coastal Systems WHITE PAPER PREPARED FOR THE U.S. GLOBAL CHANGE RESEARCH 	61	62	2	0	0	0	4	0	47.287	48.062	1.55	0	0	0	3.101	0	3	0	0	0	0	0	0	100	0	0	0	0	0	0	BURLINGTON	TRUE	FALSE	FALSE	FALSE	FALSE	
burlingtonurl45.json	https://outside.vermont.gov/agency/anr/climatecouncil/Shared%20Documents/Initial%20Climate%20Action%20Plan%20-%20Final%20-%2012-1-21.pdf	burlington	2021	vermont	1	1	101060	274	INITIAL VERMONT CLIMATE ACTION PLAN Vermont Climate Council DECEMBER 2021Contents (1) Letter from t	156	130	11	235	3	7	63	4	25.616	21.346	1.806	38.588	0.493	1.149	10.345	0.657	20	0	77	3	44	2	0	13.699	0	52.74	2.055	30.137	1.37	0	BURLINGTON	TRUE	FALSE	FALSE	FALSE	FALSE	
burlingtonurl55.json	https://health.ri.gov/publications/reports/2021Climate-Change-and-Health-Needs-Assessment.pdf	boston	2019	vermont	1	1	21533	56	Rhode Island Department of Health Climate Change and Health Program Needs Assessment Summary July 2	40	34	61	31	4	1	4	3	22.472	19.101	34.27	17.416	2.247	0.562	2.247	1.685	0	0	9	1	18	1	1	0	0	30	3.333	60	3.333	3.333	BURLINGTON	FALSE	TRUE	FALSE	FALSE	FALSE	
burlingtonurl52.json	https://www.ipcc.ch/site/assets/uploads/2018/02/ar4-wg2-chapter14-1.pdf	washington	2002	washington	1	1	11521	36	14 North America Coordinating Lead Authors: ChristopherB.Field(USA),LindaD.Mortsch(Canada) Lead Aut	72	120	3	18	0	1	38	29	25.623	42.705	1.068	6.406	0	0.356	13.523	10.32	26	0	28	0	0	1	0	47.273	0	50.909	0	0	1.818	0	BURLINGTON	FALSE	FALSE	FALSE	TRUE	FALSE	
burlingtonurl50.json	https://nca2018.globalchange.gov/downloads/NCA4_Ch18_Northeast_Full.pdf	washington	2017	new york	1	1	36155	74	Impacts, Risks, and Adaptation in the United States: Fourth National Climate Assessment, Volume II 	170	115	49	31	4	7	21	6	42.184	28.536	12.159	7.692	0.993	1.737	5.211	1.489	5	0	40	0	1	0	0	10.87	0	86.957	0	2.174	0	0	BURLINGTON	FALSE	FALSE	FALSE	TRUE	FALSE	
burlingtonurl51.json	https://www.mwra.com/projects/water/7454-section56-saugus-river/mepa/MWRASection56WaterPipelineReplacementProjectEENF.pdf	lynn	2020	massachusetts	1	1	103837	295	EXPANDED ENVIRONMENTAL NOTIFICATION FORM MWRA Section 56 Water Pipeline Replacement Project Revere 	119	57	10	61	36	14	13	0	38.387	18.387	3.226	19.677	11.613	4.516	4.194	0	2	0	55	0	5	0	0	3.226	0	88.71	0	8.065	0	0	BURLINGTON	FALSE	TRUE	TRUE	FALSE	TRUE	
burlingtonurl56.json	https://savetherain.us/wp-content/uploads/2011/10/Green_Infrastructure_Urban_Climate_Adaptation.pdf	washington	2008	new york	1	1	18841	52	THE VALUE OF GREEN INFRASTRUCTURE FOR URBAN CLIMATE ADAPTATION The Center for Clean Air Policy Febr	110	175	32	26	2	1	10	1	30.812	49.02	8.964	7.283	0.56	0.28	2.801	0.28	0	0	19	0	3	0	0	0	0	86.364	0	13.636	0	0	BURLINGTON	FALSE	FALSE	FALSE	FALSE	FALSE	
burlingtonurl54.json	https://www.wakefield.ma.us/sites/g/files/vyhlif3986/f/uploads/open-space-recreation-plan-draft.pdf	wakefield	2021	massachusetts	1	1	28914	79	Wakefield Open Space and Recreation Plan DRAFT January 12, 2024 Prepared by:ACKNOWLEDGEMENTS [to be	53	56	8	2	1	5	11	2	38.406	40.58	5.797	1.449	0.725	3.623	7.971	1.449	17	0	53	5	18	0	0	18.28	0	56.989	5.376	19.355	0	0	BURLINGTON	TRUE	FALSE	TRUE	FALSE	TRUE	INCLUDE
burlingtonurl63.json	https://www.mass.edu/bhe/lib/reports/CampusViolencePreventionAndResponse.pdf	bridgewater	2007	massachusetts	0	1	31508	127	Campus Violence Prevention and Response: Best Practices for Massachusetts Higher Education Report t	1	1	0	0	0	4	0	0	16.667	16.667	0	0	0	66.667	0	0	8	0	65	2	1	4	0	10	0	81.25	2.5	1.25	5	0	BURLINGTON	FALSE	FALSE	TRUE	FALSE	FALSE	
burlingtonurl60.json	https://vtrural.org/sites/default/files/content/ClimateEconomy/ProgressForVermont.pdf	rutland	2015	vermont	1	1	13090	40	E C H A NG E T E A C M O I N L O C M T Y N C O O M U R N E C V I L PROGRESS VERMONT for N R A E L P	4	9	0	0	0	0	0	1	28.571	64.286	0	0	0	0	0	7.143	1	0	6	2	12	2	0	4.348	0	26.087	8.696	52.174	8.696	0	BURLINGTON	FALSE	FALSE	FALSE	FALSE	FALSE	
burlingtonurl53.json	https://www.ag.ky.gov/Resources/Consumer-Resources/charity/Documents/charity.pdf	washington	2022	washington	0	1	125927	154	Current Non-Profit Entities Filing IRS Tax Form 990 with the Attorney General Updated: 8/19/2024 ID	0	22	0	1	0	4	0	1	0	78.571	0	3.571	0	14.286	0	3.571	3	0	3	0	31	4	0	7.317	0	7.317	0	75.61	9.756	0	BURLINGTON	FALSE	FALSE	FALSE	FALSE	FALSE	
burlingtonurl6.json	https://climatechange.vermont.gov/sites/climatecouncilsandbox/files/2021-12/Initial%20Climate%20Action%20Plan%20-%20Final%20-%2012-1-21.pdf	burlington	2021	vermont	1	1	100455	273	INITIAL VERMONT CLIMATE ACTION PLAN Vermont Climate Council DECEMBER 2021Contents (1) Letter from t	155	127	11	233	3	7	63	4	25.705	21.061	1.824	38.64	0.498	1.161	10.448	0.663	20	0	77	3	44	2	0	13.699	0	52.74	2.055	30.137	1.37	0	BURLINGTON	TRUE	FALSE	FALSE	TRUE	FALSE	
burlingtonurl64.json	https://s27.q4cdn.com/998829972/files/doc_downloads/irw/BHLB-2022-ESG-Report-ir.pdf	boston	2022	massachusetts	1	1	21698	32	B L H B E C E N S A O P M R R U L , A P O T N E E F M N C N A R O R N E V I R O V E T P S E N A L &	7	5	1	17	0	0	1	0	22.581	16.129	3.226	54.839	0	0	3.226	0	1	0	8	0	4	1	0	7.143	0	57.143	0	28.571	7.143	0	BURLINGTON	FALSE	TRUE	TRUE	FALSE	TRUE	EXCLUDE
burlingtonurl62.json	https://rebuildbydesign.org/wp-content/uploads/2023/08/VERMONT.pdf	washington	2021	vermont	1	1	9222	33	RRAALLLLYY FFOORR TTHHEE PPLLAANNEETT EEAACCHH YYEEAARR,, TTHHEE SSTTRREEEETTSS OOFF MMOONNTTPPEELL	45	84	5	1	0	1	7	0	31.469	58.741	3.497	0.699	0	0.699	4.895	0	0	0	3	0	0	0	0	0	0	100	0	0	0	0	BURLINGTON	FALSE	FALSE	FALSE	FALSE	FALSE	
burlingtonurl58.json	https://pdhacademy.com/wp-content/uploads/2013/05/AIAPDH110_GB-and-Climate-Resilience.pdf	washington	2009	california	1	1	39967	260	GREEN BUILDING AND CLIMATE RESILIENCE Understanding impacts and preparing for changing conditions U	215	276	69	31	120	7	30	55	26.775	34.371	8.593	3.861	14.944	0.872	3.736	6.849	8	0	16	0	0	0	0	33.333	0	66.667	0	0	0	0	BURLINGTON	FALSE	FALSE	FALSE	FALSE	FALSE	
burlingtonurl61.json	https://communityresilience-center.org/wp-content/uploads/2020/12/Climate_Migration_Report.pdf	orleans	2019	vermont	1	1	25653	102	Climate Migration in Vermont: Receiving Areas, Key Demographics, and Potential Impacts on Natural a	47	43	7	1	0	0	8	7	41.593	38.053	6.195	0.885	0	0	7.08	6.195	1	0	9	2	1	0	0	7.692	0	69.231	15.385	7.692	0	0	BURLINGTON	FALSE	FALSE	FALSE	FALSE	FALSE	
burlingtonurl66.json	https://www.eli.org/sites/default/files/eli-pubs/banda-final-4-21-2020.pdf	washington	2018	california	1	1	63673	119	E N V I R O N M E N T A L L A W I N S T I T U T E Climate Science in the Courts A Review of U.S. an	31	15	14	230	1	2	16	25	9.281	4.491	4.192	68.862	0.299	0.599	4.79	7.485	2	0	22	2	7	0	0	6.061	0	66.667	6.061	21.212	0	0	BURLINGTON	FALSE	FALSE	FALSE	FALSE	FALSE	
burlingtonurl59.json	https://www.sec.gov/comments/s7-10-22/s71022-20131996-302457.pdf	sharon	1970	new york	1	1	179409	902	JSIERRA · CLUB 16 June 2022 Vanessa Countryman, Secretary Securities and Exchange Commission 100 F 	14	62	5	13	2	4	22	38	8.75	38.75	3.125	8.125	1.25	2.5	13.75	23.75	0	0	255	0	1	0	0	0	0	99.609	0	0.391	0	0	BURLINGTON	FALSE	FALSE	FALSE	TRUE	FALSE	
burlingtonurl68.json	https://www.massport.com/sites/default/files/2023-10/5494-8696-hanscom-espr-scope-certificate.pdf	bedford	2022	massachusetts	1	1	14700	47	The Commonwealth of Massachusetts Executive Office of Energy and Environmental Affairs 100 Cambridg	2	8	1	27	1	1	0	0	5	20	2.5	67.5	2.5	2.5	0	0	1	0	13	2	2	1	1	5	0	65	10	10	5	5	BURLINGTON	FALSE	FALSE	TRUE	TRUE	FALSE	
burlingtonurl69.json	https://www.aceee.org/sites/default/files/pdfs/B2303.pdf	washington	2023	washington	1	1	35055	102	MANDATORY BUILDING PERFORMANCE STANDARDS: A KEY POLICY FOR ACHIEVING CLIMATE GOALS Steven Nadel and	0	7	0	65	5	1	0	0	0	8.974	0	83.333	6.41	1.282	0	0	4	0	19	2	5	0	0	13.333	0	63.333	6.667	16.667	0	0	BURLINGTON	FALSE	FALSE	FALSE	FALSE	FALSE	
burlingtonurl67.json	https://www.bts.gov/sites/bts.dot.gov/files/2023-12/TSAR-2023_123023.pdf	washington	2022	mississippi	1	1	91472	254	Transportation Statistics Annual Report 2023 Free Copy (cid:31)(cid:30)(cid:29)(cid:28)(cid:27)(cid	13	31	1	63	9	23	23	21	7.065	16.848	0.543	34.239	4.891	12.5	12.5	11.413	0	0	127	1	1	0	0	0	0	98.45	0.775	0.775	0	0	BURLINGTON	FALSE	FALSE	FALSE	FALSE	FALSE	
burlingtonurl7.json	https://www.clf.org/wp-content/uploads/2019/03/CLF_ClimateCodeReport_2019.pdf	boston	2018	massachusetts	1	1	25176	67	The Massachusetts State Building Code & Climate Change A legal primer and summary of convenings Mar	114	56	6	7	7	2	5	6	56.158	27.586	2.956	3.448	3.448	0.985	2.463	2.956	4	0	3	0	3	0	0	40	0	30	0	30	0	0	BURLINGTON	FALSE	TRUE	TRUE	FALSE	TRUE	EXCLUDE
burlingtonurl65.json	https://www.cityofmelrose.org/sites/g/files/vyhlif3451/f/uploads/natural_hazards_mitigation_plan_public_review_draft_1.pdf	melrose	2018	massachusetts	1	1	72940	305	Natural Hazards Mitigation Plan City of Melrose, Massachusetts Draft March 2019Table of Contents 1.	736	688	54	31	12	3	89	45	44.391	41.496	3.257	1.87	0.724	0.181	5.368	2.714	115	3	22	0	63	29	1	49.356	1.288	9.442	0	27.039	12.446	0.429	BURLINGTON	TRUE	TRUE	TRUE	TRUE	FALSE	INCLUDE
burlingtonurl74.json	https://www.iso-ne.com/static-assets/documents/100011/2023_report_of_consumer_liaison_group_final.pdf	boston	2023	massachusetts	1	1	19056	41	Consumer Liaison Group Coordinating Committee 2023 Report of the Consumer Liaison Group © ISO New E	0	22	2	1	0	0	0	2	0	81.481	7.407	3.704	0	0	0	7.407	4	0	6	0	34	12	0	7.143	0	10.714	0	60.714	21.429	0	BURLINGTON	FALSE	TRUE	TRUE	FALSE	TRUE	EXCLUDE
burlingtonurl76.json	https://www.lasalle.com/wp-content/uploads/2023/02/lasalle-sustainability-in-focus-review-february-2-2023.pdf	beverly	2022	new york	1	1	8448	25	© LaSalle Investment Management 2023LETTER FROM OUR CEO For more than 40 years, LaSalle has been TA	2	2	0	5	2	1	1	1	14.286	14.286	0	35.714	14.286	7.143	7.143	7.143	0	0	14	0	0	0	0	0	0	100	0	0	0	0	BURLINGTON	FALSE	FALSE	FALSE	FALSE	FALSE	
burlingtonurl70.json	https://www.hanscom.af.mil/Portals/57/Hanscom%20INRMP_Draft_20230427.pdf	westborough	1999	massachusetts	1	1	77938	196	UNITED STATES AIR FORCE 66TH AIR BASE GROUP HANSCOM AIR FORCE BASE INTEGRATED NATURAL RESOURCES MAN	119	106	2	4	0	22	20	9	42.199	37.589	0.709	1.418	0	7.801	7.092	3.191	3	0	238	0	35	0	4	1.071	0	85	0	12.5	0	1.429	BURLINGTON	FALSE	FALSE	TRUE	FALSE	FALSE	
burlingtonurl75.json	https://www.portland.gov/sites/default/files/2019-07/cap-2015_june30-2015_web_0.pdf	dalton	2015	oregon	1	1	56069	162	2015 LOCAL STRATEGIES TO ADDRESS CLIMATE CHANGE ENUJ Photo: Connecting Communities. TriMet2050 VISI	38	36	38	25	1	1	10	25	21.839	20.69	21.839	14.368	0.575	0.575	5.747	14.368	16	1	29	1	27	0	0	21.622	1.351	39.189	1.351	36.486	0	0	BURLINGTON	FALSE	FALSE	FALSE	TRUE	FALSE	
burlingtonurl71.json	https://www.georgetownclimate.org/files/report/Community_Land_Trust_Report_2021.pdf	georgetown	2020	district	1	1	20422	50	Community Land = Community Resilience How Community Land Trusts Can Support Urban Affordable Housin	40	78	14	2	0	0	2	10	27.397	53.425	9.589	1.37	0	0	1.37	6.849	1	0	20	1	0	0	0	4.545	0	90.909	4.545	0	0	0	BURLINGTON	FALSE	FALSE	FALSE	FALSE	FALSE	
burlingtonurl81.json	http://wvdnr.gov/wp-content/uploads/2021/05/Cacapon-River-and-Patterson-Creek-CFA-Action-Plan.pdf	washington	2015	west virginia	1	1	25616	105	Action Plan for the Cacapon River & Patterson Creek Conservation Focus Area West Virginia Division 	83	20	1	2	0	5	25	15	54.967	13.245	0.662	1.325	0	3.311	16.556	9.934	11	0	23	0	23	0	0	19.298	0	40.351	0	40.351	0	0	BURLINGTON	FALSE	FALSE	FALSE	FALSE	FALSE	
burlingtonurl79.json	https://www.climatelinks.org/sites/default/files/asset/document/Multi-Criteria%2520Analysis_CLEARED_0.pdf	arlington	2007	vermont	1	1	6038	20	ANALYZING CLIMATE CHANGE ADAPTATION OPTIONS USING MULTI-CRITERIA ANALYSIS JANUARY 2013 This report 	4	3	0	0	0	1	1	0	44.444	33.333	0	0	0	11.111	11.111	0	3	0	4	2	0	0	0	33.333	0	44.444	22.222	0	0	0	BURLINGTON	TRUE	TRUE	FALSE	TRUE	FALSE	
burlingtonurl72.json	https://www.somervillema.gov/sites/default/files/wellbeing-of-somerville-report-2017.pdf	somerville	2017	massachusetts	1	1	76401	180	The Wellbeing of Somerville Report 2017Guiding Questions Welcome Readers! T he Wellbeing Report pro	1	6	6	9	1	0	1	0	4.167	25	25	37.5	4.167	0	4.167	0	4	0	109	2	6	0	0	3.306	0	90.083	1.653	4.959	0	0	BURLINGTON	TRUE	TRUE	TRUE	FALSE	TRUE	INCLUDE
burlingtonurl78.json	https://www.mahb.org/wp-content/uploads/2021/05/Legal-Handbook-3rd-Edition-2021.pdf	boston	2021	massachusetts	1	1	71872	166	The Legal Handbook for Massachusetts Boards of Health 3rd Edition © 2021 Massachusetts Association 	3	10	2	27	20	22	0	9	3.226	10.753	2.151	29.032	21.505	23.656	0	9.677	3	0	45	5	28	0	0	3.704	0	55.556	6.173	34.568	0	0	BURLINGTON	FALSE	TRUE	TRUE	FALSE	TRUE	EXCLUDE
burlingtonurl77.json	https://journals.law.harvard.edu/elr/wp-content/uploads/sites/79/2024/01/HELR-Vol.-47.2-Moffa.pdf	florida	2023	district	1	1	28261	56	\\jciprod01\productn\H\HLE\47-2\HLE204.txt unknown Seq: 1 19-JUL-23 11:46 FROM COMPREHENSIVE LIABIL	37	11	0	15	0	2	3	0	54.412	16.176	0	22.059	0	2.941	4.412	0	4	0	51	0	0	0	0	7.273	0	92.727	0	0	0	0	BURLINGTON	FALSE	FALSE	FALSE	FALSE	FALSE	
burlingtonurl82.json	https://gca.org/wp-content/uploads/2022/07/01_WTW_14855_GCA_2021_Sect4_ANNEXES_REFERENCES_v3.pdf	washington	2020	washington	1	1	27349	17	ANNEXES Endnotes Present and Projected Climate Risks in Africa 1. ICRC (2019). “A drought so severe	36	10	3	1	0	0	35	2	41.379	11.494	3.448	1.149	0	0	40.23	2.299	13	0	10	2	7	0	0	40.625	0	31.25	6.25	21.875	0	0	BURLINGTON	FALSE	FALSE	FALSE	FALSE	FALSE	
burlingtonurl8.json	https://www.healthvermont.gov/sites/default/files/documents/pdf/ENV_CH_ProfileReport.pdf	hatfield	2013	vermont	1	1	54626	149	Vermont Climate and Health Profile Report Building Resilience against Climate Change in Vermont Sep	45	163	80	158	29	5	35	34	8.197	29.69	14.572	28.78	5.282	0.911	6.375	6.193	4	0	56	0	1	0	0	6.557	0	91.803	0	1.639	0	0	BURLINGTON	FALSE	FALSE	FALSE	FALSE	FALSE	
burlingtonurl80.json	https://city.milwaukee.gov/ImageLibrary/Groups/cityGreenTeam/images/ECO_Climate_and_Equity_Plan_2023_web.pdf	greenfield	2022	wisconsin	1	1	43089	128	CLIMATE & EQUITY PLAN 1100 BBiigg IIddeeaass TToo RReedduuccee GGrreeeennhhoouussee GGaass PPoollll	34	39	24	12	8	0	9	6	25.758	29.545	18.182	9.091	6.061	0	6.818	4.545	22	0	51	0	20	0	0	23.656	0	54.839	0	21.505	0	0	BURLINGTON	FALSE	FALSE	FALSE	FALSE	FALSE	
burlingtonurl85.json	https://www.mass.gov/files/documents/2019/07/11/Burlington%20Report.pdf	burlington	2000	district	1	1	10758	37	COVER PAGE Town of Hudson – Community Resilience Building Summary of Findings Prepared and Presente	62	25	19	3	0	0	19	6	46.269	18.657	14.179	2.239	0	0	14.179	4.478	34	0	0	0	37	2	0	46.575	0	0	0	50.685	2.74	0	BURLINGTON	TRUE	FALSE	FALSE	TRUE	FALSE	NA
burlingtonurl84.json	https://www.esf.edu/glrc/library/documents/ConfrontingClimateChangeintheUSNortheast_2007.pdf	boston	2007	new york	1	1	86665	160	Confronting Climate Change in the U.S. Northeast S C I E N C E , I M P A C T S , A N D S O L U T I 	286	264	96	76	7	19	66	8	34.793	32.117	11.679	9.246	0.852	2.311	8.029	0.973	1	0	93	0	4	0	0	1.02	0	94.898	0	4.082	0	0	BURLINGTON	FALSE	TRUE	FALSE	FALSE	FALSE	
burlingtonurl83.json	https://unfccc.int/sites/default/files/resource/usnc4%20United%20States%20of%20America.pdf	washington	2004	washington	1	1	33565	145	U.S. CLIMATE ACTION REPORT—2006 Fourth National Communication of the United States of America Under	11	69	2	332	4	11	40	23	2.236	14.024	0.407	67.48	0.813	2.236	8.13	4.675	15	0	46	2	69	7	0	10.791	0	33.094	1.439	49.64	5.036	0	BURLINGTON	FALSE	FALSE	FALSE	FALSE	FALSE	
cambridgeurl11.json	https://globalchange.mit.edu/sites/default/files/MITJPSPGC_Rpt358.pdf	cambridge	2018	massachusetts	1	1	5245	9	Report 358 March 2022 Assessing the Changing Risk of Flood-producing Events in Cambridge Xiang Gao 	27	13	3	0	0	0	1	0	61.364	29.545	6.818	0	0	0	2.273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAMBRIDGE	TRUE	TRUE	TRUE	FALSE	TRUE	INCLUDE
burlingtonurl9.json	https://dep.nj.gov/wp-content/uploads/climatechange/docs/nj-climate-resilience-strategy-2021.pdf	washington	2019	new jersey	1	1	39117	120	C L I M AT E C H A N G E RESILIENCE STRATEGY F O E T A T S Y E S R E J W E N 2021This work was make	217	128	11	16	0	4	28	14	51.914	30.622	2.632	3.828	0	0.957	6.699	3.349	7	0	31	0	16	0	0	12.963	0	57.407	0	29.63	0	0	BURLINGTON	FALSE	FALSE	FALSE	FALSE	FALSE	
cambridgeurl14.json	https://water.ca.gov/-/media/DWR-Website/Web-Pages/Programs/All-Programs/Climate-Change-Program/Climate-Action-Plan/Files/CAP-III-Decision-Scaling-Vulnerability-Assessment.pdf	amherst	2014	california	1	1	29041	107	Decision Scaling Evaluation of Climate Change Driven Hydrologic Risk to the State Water Project Fin	35	2	2	0	0	3	66	0	32.407	1.852	1.852	0	0	2.778	61.111	0	4	0	7	0	1	0	0	33.333	0	58.333	0	8.333	0	0	CAMBRIDGE	FALSE	FALSE	FALSE	FALSE	FALSE	EXCLUDE
cambridgeurl12.json	https://doee.dc.gov/sites/default/files/dc/sites/ddoe/publication/attachments/AREA_Vulnerability_Assessment_DRAFT_2016-06-21lowres_.pdf	washington	2020	district	1	1	13165	64	FEBRUARY 2016 CLIMATE CHANGE ADAPTATION PLAN FOR THE DISTRICT OF COLUMBIA PREPARED FOR PREPARED BYA	192	71	29	0	0	0	16	0	62.338	23.052	9.416	0	0	0	5.195	0	0	0	8	0	0	0	0	0	0	100	0	0	0	0	CAMBRIDGE	FALSE	FALSE	FALSE	FALSE	FALSE	
cambridgeurl10.json	http://rwinters.com/council/022822M15b.pdf	cambridge	2019	massachusetts	1	1	15278	83	CITY OF CAMBRIDGE Climate Resilience Zoning Task Force February 2022 1Executive Summary Over the co	184	33	11	3	3	1	6	0	76.349	13.693	4.564	1.245	1.245	0.415	2.49	0	0	0	0	0	2	0	0	0	0	0	0	100	0	0	CAMBRIDGE	TRUE	TRUE	TRUE	FALSE	TRUE	INCLUDE
cambridgeurl1.json	https://www.mass.gov/files/documents/2023/10/10/2023%20ResilientMass%20Plan_10.10.23%20508.pdf	boston	2023	massachusetts	1	1	114519	362	This page intentionally left blank. ResilientMass Plan: 2023 MA State Hazard Mitigation and Climate	744	480	83	36	22	21	169	88	45.283	29.215	5.052	2.191	1.339	1.278	10.286	5.356	24	0	115	8	54	0	0	11.94	0	57.214	3.98	26.866	0	0	CAMBRIDGE	FALSE	TRUE	TRUE	FALSE	TRUE	INCLUDE
cambridgeurl18.json	https://www.nyc.gov/html/planyc2030/downloads/pdf/npcc_climate_risk_information_2013_report.pdf	princeton	2013	new york	1	1	20524	38	New York City Panel on Climate Change Climate Risk Mayor’s Office of Long-Term Planning & Sustainab	298	153	35	4	0	4	38	1	55.91	28.705	6.567	0.75	0	0.75	7.129	0.188	4	0	3	0	2	0	0	44.444	0	33.333	0	22.222	0	0	CAMBRIDGE	FALSE	FALSE	FALSE	FALSE	FALSE	
cambridgeurl17.json	https://climateadaptation.hawaii.gov/wp-content/uploads/2017/12/SLR-Report_Dec2017.pdf	washington	2017	hawaii	1	1	87134	302	Hawaiʻi Sea Level Rise Vulnerability and Adaptation Report SUGGESTED CITATION: Hawaiʻi Climate Chan	3101	131	5	35	0	25	25	1	93.319	3.942	0.15	1.053	0	0.752	0.752	0.03	41	0	22	4	38	0	0	39.048	0	20.952	3.81	36.19	0	0	CAMBRIDGE	FALSE	FALSE	FALSE	FALSE	FALSE	
cambridgeurl15.json	http://mudancasclimaticas.cptec.inpe.br/~rmclima/pdfs/destaques/sternreview_report_complete.pdf	cambridge	2006	washington	1	1	347096	662	Stern Review: The Economics of Climate Change TABLE OF CONTENTS PAGE Executive Summary i-xxvii Pref	339	311	122	290	8	28	184	29	25.858	23.722	9.306	22.121	0.61	2.136	14.035	2.212	49	0	162	1	24	5	0	20.332	0	67.22	0.415	9.959	2.075	0	CAMBRIDGE	TRUE	TRUE	FALSE	FALSE	FALSE	
