file_name	url	most_common_town	most_mentioned_year	ma_url	org_url	has_mass	has_climate	total_words	total_pages	flood_count	storm_count	heat_count	air_pollution_count	indoor_air_quality_count	chemical_hazards_count	extreme_precipitation_count	fire_count	flood_percent	storm_percent	heat_percent	air_pollution_percent	indoor_air_quality_percent	chemical_hazards_percent	extreme_precipitation_percent	fire_percent	workshop_count	mapping_count	focus_group_count	interview_count	survey_count	community_meeting_count	small_group_meeting_count	information_count	workshop_percent	mapping_percent	focus_group_percent	interview_percent	survey_percent	community_meeting_percent	small_group_meeting_percent	information_percent	town_name	towns_match
bostonurl45.json	https://www.geo.umass.edu/faculty/yu/2017ChengLUP.pdf	Boston	2016	0	1	1	1	4034	12	69	36	0	8	0	0	4	0	58.974	30.769	0	6.838	0	0	3.419	0	0	0	0	0	2	0	0	0	0	0	0	0	100	0	0	0	BOSTON	TRUE
bostonurl46.json	https://www.rilegislature.gov/Special/comdoc/House%20Environment%20and%20Natural%20Resources%202024/03-21-2024--H7731--Curt%20Spalding.pdf	Boston	2023	0	1	1	1	1416	3	6	11	0	0	0	0	3	1	28.571	52.381	0	0	0	0	14.286	4.762	2	0	0	0	0	1	0	0	66.667	0	0	0	0	33.333	0	0	BOSTON	TRUE
bostonurl47.json	https://www.massgeneralbrigham.org/content/dam/mgb-global/en/about/newsroom/impact-reports/documents/mgb-sustainability-impact-report-2024.pdf	Boston	2022	0	1	1	1	4144	16	5	6	1	5	4	0	0	1	22.727	27.273	4.545	22.727	18.182	0	0	4.545	0	0	0	0	0	0	1	0	0	0	0	0	0	0	100	0	BOSTON	TRUE
bostonurl5.json	https://www.mass.gov/files/documents/2023/10/24/CLIMATE%20REPORT.pdf	Boston	2023	0	1	1	1	32755	87	53	64	19	9	10	1	13	12	29.282	35.359	10.497	4.972	5.525	0.552	7.182	6.63	0	0	0	0	14	5	16	0	0	0	0	0	40	14.286	45.714	0	BOSTON	TRUE
bostonurl53.json	https://www.umassmed.edu/globalassets/growing-green/files/umass_chan_final-withcover-2021-09-22-singlepages.pdf	Boston	2020	0	1	1	1	11600	40	0	6	0	35	3	0	0	2	0	13.043	0	76.087	6.522	0	0	4.348	0	0	0	0	5	0	0	0	0	0	0	0	100	0	0	0	BOSTON	TRUE
bostonurl55.json	https://sustainablebuildingsinitiative.org/assets/images/FINAL%20Climate%20Resilience%20Template%20for%20Buildings%2003.07.19.pdf	Boston	2018	0	1	1	1	9891	32	123	50	22	1	5	0	8	0	58.852	23.923	10.526	0.478	2.392	0	3.828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BOSTON	TRUE
bostonurl56.json	https://capstone.extension.harvard.edu/files/capstone/files/capstonefinal_samanthajalbert.pdf	Boston	2020	0	1	1	1	11927	44	104	31	2	0	0	0	0	0	75.912	22.628	1.46	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	50	0	50	0	BOSTON	TRUE
bostonurl65.json	https://www.fdic.gov/news/board-matters/2023/2023-10-24-notice-dis-b-fr.pdf	Boston	2023	0	1	1	1	7280	7	5	3	0	0	0	0	0	2	50	30	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BOSTON	TRUE
bostonurl67.json	https://www.fema.gov/sites/default/files/documents/fema_PDMC-PJ-01-MA-2018-008-Boston-Fort-Point-Draft-EA_112021.pdf	Boston	2021	1	1	1	1	32529	99	542	53	1	11	1	34	7	0	83.513	8.166	0.154	1.695	0.154	5.239	1.079	0	0	0	0	0	5	2	0	0	0	0	0	0	71.429	28.571	0	0	BOSTON	TRUE
bostonurl68.json	https://forestadaptation.org/sites/default/files/2022-09/Boston_UrbanTreeSpecies_ClimateCarbon%26Health.pdf	Boston	2019	0	1	1	1	2710	10	3	1	1	4	0	4	2	0	20	6.667	6.667	26.667	0	26.667	13.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BOSTON	TRUE
bostonurl69.json	https://climate-vulnerability.mapc.org/assets/data/MAPC_ClimateVulnerability_Technical-Documentation_2019-12-10.pdf	Boston	2015	0	1	1	1	4027	11	115	22	17	0	1	0	7	0	70.988	13.58	10.494	0	0.617	0	4.321	0	0	0	0	0	1	0	0	0	0	0	0	0	100	0	0	0	BOSTON	TRUE
bostonurl7.json	https://www.childrenshospital.org/sites/default/files/2024-03/hospital-climate-resilience-plan.pdf	Boston	2023	0	1	1	1	5409	20	15	35	9	0	1	0	1	1	24.194	56.452	14.516	0	1.613	0	1.613	1.613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BOSTON	TRUE
bostonurl70.json	https://ntrs.nasa.gov/api/citations/20205011374/downloads/2020Fall_MA_CharlesRiverWatershedWater_ProjectSummary_FD-final.docx.pdf	Boston	2020	0	1	1	1	1479	5	54	1	0	0	0	0	3	0	93.103	1.724	0	0	0	0	5.172	0	0	0	0	0	3	0	0	0	0	0	0	0	100	0	0	0	BOSTON	TRUE
bostonurl72.json	https://cssh.northeastern.edu/bari/wp-content/uploads/sites/30/2021/09/BARI_Mayor-White-Paper-Energy13068.pdf	Boston	2019	0	1	1	1	3806	7	1	1	1	0	0	0	1	0	25	25	25	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BOSTON	TRUE
bostonurl74.json	https://climate-xchange.org/wp-content/uploads/2018/08/Investing-in-a-Better-Massachusetts-Conversations-with-Frontline-Organizations-on-Connecting-Climate-and-Community-Priorities_website.pdf	Boston	2020	0	1	1	1	17865	54	2	4	0	14	4	1	0	0	8	16	0	56	16	4	0	0	0	0	0	21	14	0	0	0	0	0	0	60	40	0	0	0	BOSTON	TRUE
bostonurl75.json	https://www.bluecrossma.org/sites/g/files/csphws1866/files/acquiadam-assets/2022-Citizenship-Report-BCBSMA.pdf	Boston	2022	1	1	1	1	6441	39	0	1	0	0	0	0	0	0	0	100	0	0	0	0	0	0	2	0	0	0	0	0	1	0	66.667	0	0	0	0	0	33.333	0	BOSTON	TRUE
bostonurl77.json	https://www.springfield-ma.gov/dr/fileadmin/community_dev/DR/CARP_FINAL_REV_2017.pdf	Boston	2017	1	1	1	1	17264	66	42	47	15	53	1	1	5	2	25.301	28.313	9.036	31.928	0.602	0.602	3.012	1.205	11	0	0	0	10	0	7	0	39.286	0	0	0	35.714	0	25	0	BOSTON	TRUE
bostonurl8.json	https://resilient.mass.gov/mvp/cms_content/guidelines/20210330Section4ClimateResilienceDesignGuidelinesFinal.pdf	Boston	2017	0	1	1	1	4910	16	36	8	1	0	0	0	1	0	78.261	17.391	2.174	0	0	0	2.174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BOSTON	TRUE
bostonurl84.json	https://www.ctps.org/data/transreport/pdf/trpt1115.pdf	Boston	2015	0	1	1	1	3173	6	2	1	0	0	0	0	0	0	66.667	33.333	0	0	0	0	0	0	2	0	0	0	0	4	0	0	33.333	0	0	0	0	66.667	0	0	BOSTON	TRUE
bostonurl85.json	https://acgl.community.uaf.edu/wp-content/uploads/sites/618/2021/08/MaioCV_8_11_2021.pdf	Boston	2018	0	1	1	1	7264	22	11	45	0	0	0	0	0	0	19.643	80.357	0	0	0	0	0	0	4	0	0	0	3	2	0	0	44.444	0	0	0	33.333	22.222	0	0	BOSTON	TRUE
bostonurl86.json	http://ctps.org/data/images/Pages/lrtp-dev/LRTP_Memo_NA_Recommendations_11.16.pdf	Boston	2018	0	1	1	1	16573	51	5	5	0	22	3	6	1	0	11.905	11.905	0	52.381	7.143	14.286	2.381	0	0	0	0	0	1	0	0	0	0	0	0	0	100	0	0	0	BOSTON	TRUE
bostonurl87.json	https://www.sierraclub.org/sites/www.sierraclub.org/files/2023-06/202306-June-Newsletter.pdf	Boston	2023	0	1	1	1	2085	6	0	1	0	0	0	1	0	0	0	50	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BOSTON	TRUE
bostonurl88.json	https://www.fra.dot.gov/necfuture/pdfs/tier1_deis/c12.pdf	Boston	2012	0	1	1	1	7254	21	14	4	0	7	4	1	0	0	46.667	13.333	0	23.333	13.333	3.333	0	0	0	0	0	0	16	0	3	0	0	0	0	0	84.211	0	15.789	0	BOSTON	TRUE
burlingtonurl14.json	https://vem.vermont.gov/sites/demhs/files/documents/2018SHMP-VermontProfileHazardAssessment.pdf	Burlington	2016	0	1	1	1	6758	16	115	60	6	1	0	0	26	13	52.036	27.149	2.715	0.452	0	0	11.765	5.882	0	0	0	0	1	0	0	0	0	0	0	0	100	0	0	0	BURLINGTON	TRUE
burlingtonurl20.json	https://neep.org/sites/default/files/resources/Green%20Zoning%20Report_Final_0.pdf	Burlington	2019	0	1	1	1	8547	28	0	33	1	7	2	5	0	0	0	68.75	2.083	14.583	4.167	10.417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BURLINGTON	TRUE
burlingtonurl34.json	https://report.firststreet.org/6th-National-Risk-Assessment-Hazardous-Heat.pdf	Burlington	2023	0	1	1	1	37158	121	1	4	518	0	0	0	0	1	0.191	0.763	98.855	0	0	0	0	0.191	0	0	0	0	3	0	0	0	0	0	0	0	100	0	0	0	BURLINGTON	TRUE
burlingtonurl47.json	https://repository.library.noaa.gov/view/noaa/31252/noaa_31252_DS1.pdf	Burlington	2017	0	1	1	1	3717	6	0	1	1	0	0	0	1	2	0	20	20	0	0	0	20	40	5	0	0	6	0	0	0	0	45.455	0	0	54.545	0	0	0	0	BURLINGTON	TRUE
cambridgeurl11.json	https://globalchange.mit.edu/sites/default/files/MITJPSPGC_Rpt358.pdf	Cambridge	2018	0	1	1	1	5245	9	27	13	3	0	0	0	1	0	61.364	29.545	6.818	0	0	0	2.273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAMBRIDGE	TRUE
cambridgeurl14.json	https://water.ca.gov/-/media/DWR-Website/Web-Pages/Programs/All-Programs/Climate-Change-Program/Climate-Action-Plan/Files/CAP-III-Decision-Scaling-Vulnerability-Assessment.pdf	Cambridge	2014	0	1	1	1	29041	107	36	2	2	0	0	3	66	0	33.028	1.835	1.835	0	0	2.752	60.55	0	0	0	0	0	4	0	3	0	0	0	0	0	57.143	0	42.857	0	CAMBRIDGE	TRUE
cambridgeurl23.json	https://necasc.umass.edu/sites/default/files/2021-11/Staudinger%20et%20al.%202015%20Integrating%20Climate%20Change%20into%20NE%20and%20MW%20SWAPs_0.pdf	Cambridge	2013	0	1	1	1	58350	205	101	146	12	1	0	1	61	2	31.173	45.062	3.704	0.309	0	0.309	18.827	0.617	14	0	0	0	8	0	15	0	37.838	0	0	0	21.622	0	40.541	0	CAMBRIDGE	TRUE
cambridgeurl24.json	https://circa.uconn.edu/wp-content/uploads/sites/1618/2019/08/CTPCSAR-Aug2019.pdf	Cambridge	2013	0	1	1	1	25929	74	32	109	16	4	0	8	51	1	14.48	49.321	7.24	1.81	0	3.62	23.077	0.452	1	0	0	0	1	0	4	0	16.667	0	0	0	16.667	0	66.667	0	CAMBRIDGE	TRUE
cambridgeurl28.json	https://www.montana.edu/screel/teaching/bioe-440r-521/documents/thomas%20climate%20extinction.pdf	Cambridge	2003	0	1	1	1	1643	4	0	1	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAMBRIDGE	TRUE
cambridgeurl31.json	https://www.nber.org/system/files/working_papers/w28472/revisions/w28472.rev0.pdf	Cambridge	2018	0	1	1	1	27508	77	2	7	5	3	0	0	4	0	9.524	33.333	23.81	14.286	0	0	19.048	0	0	0	0	0	1	3	3	0	0	0	0	0	14.286	42.857	42.857	0	CAMBRIDGE	TRUE
cambridgeurl35.json	https://www.apa.org/science/about/publications/climate-crisis-action-plan.pdf	Cambridge	2021	0	1	1	1	24828	52	2	10	1	2	0	2	3	3	8.696	43.478	4.348	8.696	0	8.696	13.043	13.043	3	0	0	0	3	0	2	0	37.5	0	0	0	37.5	0	25	0	CAMBRIDGE	TRUE
cambridgeurl37.json	https://repository.library.noaa.gov/view/noaa/55803/noaa_55803_DS1.pdf	Cambridge	2022	0	1	1	1	5528	16	0	2	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	31	0	1	0	0	0	0	0	96.875	0	3.125	0	CAMBRIDGE	TRUE
cambridgeurl42.json	https://dnr.maryland.gov/wildlife/Documents/SWAP/SWAP_Chapter6.pdf	Cambridge	2013	0	1	1	1	29221	70	67	63	6	1	0	1	44	0	36.813	34.615	3.297	0.549	0	0.549	24.176	0	0	0	0	0	1	0	9	0	0	0	0	0	10	0	90	0	CAMBRIDGE	TRUE
cambridgeurl48.json	https://www.fs.usda.gov/rm/pubs_other/rmrs_2011_glick_p001.pdf	Cambridge	2009	0	1	1	1	66828	176	20	40	5	5	0	13	31	21	14.815	29.63	3.704	3.704	0	9.63	22.963	15.556	27	0	0	0	13	2	13	0	49.091	0	0	0	23.636	3.636	23.636	0	CAMBRIDGE	TRUE
cambridgeurl53.json	https://energy.mit.edu/wp-content/uploads/2018/09/The-Future-of-Nuclear-Energy-in-a-Carbon-Constrained-World.pdf	Cambridge	2017	0	1	1	1	122066	275	5	97	62	12	3	68	0	21	1.866	36.194	23.134	4.478	1.119	25.373	0	7.836	15	0	0	16	13	12	3	0	25.424	0	0	27.119	22.034	20.339	5.085	0	CAMBRIDGE	TRUE
